%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=210461, 2015/05/9 19:27:29.62)
1 13 2.242529e+01 2.435088e+03  1.143042347888174800e-04  1.143042347888174800e-04                       Inf                       Inf
2 25 2.108046e+01 2.425367e+03  1.143042347888174800e-04  1.178412074209436100e-04  2.356246858698142100e-04                       Inf
3 37 2.064970e+01 2.453704e+03  1.143042347888174800e-04  1.150117139807770300e-04  1.803709794624406900e-04                       Inf
4 49 2.058945e+01 2.480463e+03  1.143042347888174800e-04  1.306309203599343300e-04  1.931808607961594900e-04                       Inf
5 61 1.985590e+01 2.517487e+03  1.137633778680018600e-04  1.137633778680018600e-04  1.903492151639807900e-04                       Inf
6 73 1.964218e+01 2.521443e+03  1.137633778680018600e-04  1.183392564555888100e-04  1.699769317948861100e-04                       Inf
7 85 1.886961e+01 2.527174e+03  1.137633778680018600e-04  1.142123296361694900e-04  1.309032286053004600e-04  2.793711409216677700e-04
8 97 1.828904e+01 2.522280e+03  1.137633778680018600e-04  1.161007779180370600e-04  1.402686331888356500e-04                       Inf
9 109 1.819152e+01 2.546277e+03  1.137633778680018600e-04  1.144620789487282000e-04  1.403568690589971900e-04  1.754653811876040300e-04
10 121 1.730576e+01 2.557873e+03  1.117643941993081700e-04  1.117643941993081700e-04  1.483423793563361500e-04                       Inf
11 133 1.714743e+01 2.616370e+03  1.117643941993081700e-04  1.174597148714974500e-04  1.430640010599363600e-04  2.074649701520777400e-04
12 145 1.671838e+01 2.626119e+03  1.117643941993081700e-04  1.120477674641625800e-04  1.270114422436936600e-04                       Inf
13 157 1.610704e+01 2.665695e+03  1.117643941993081700e-04  1.122469846873375000e-04  1.278986814571307000e-04                       Inf
14 169 1.550634e+01 2.684596e+03  1.113567598317281000e-04  1.113567598317281000e-04  1.389168147093350900e-04                       Inf
15 181 1.543752e+01 2.765781e+03  1.113567598317281000e-04  1.133107110094684500e-04  1.229059494577934500e-04                       Inf
16 193 1.521855e+01 2.792715e+03  1.113567598317281000e-04  1.138097994497022300e-04  1.254742372386258400e-04  1.900414521164297200e-04
17 205 1.572076e+01 2.821316e+03  1.113567598317281000e-04  1.186914513048162800e-04  1.368756525825254100e-04                       Inf
18 217 1.575892e+01 2.846962e+03  1.113567598317281000e-04  1.160959125899716000e-04  1.291281454074342000e-04                       Inf
19 229 1.575257e+01 2.941158e+03  1.113567598317281000e-04  1.129642269808772100e-04  1.363967641919039600e-04                       Inf
20 241 1.576817e+01 2.985229e+03  1.113567598317281000e-04  1.171491094285569100e-04  1.326587290322322200e-04                       Inf
21 253 1.555043e+01 3.096209e+03  1.113567598317281000e-04  1.158725258135614100e-04  1.293395226324750500e-04                       Inf
22 265 1.497862e+01 3.077058e+03  1.113567598317281000e-04  1.133826376469945900e-04  1.287362295599310200e-04  1.416031365331606100e-04
23 277 1.455360e+01 3.128736e+03  1.113567598317281000e-04  1.169815089366849500e-04  1.233862823681125500e-04  1.693986242194173900e-04
24 289 1.428885e+01 3.104021e+03  1.113567598317281000e-04  1.149252667028675800e-04  1.287529069762046300e-04                       Inf
25 301 1.386506e+01 3.133195e+03  1.113567598317281000e-04  1.145710664858230600e-04  1.409156613984330700e-04                       Inf
26 313 1.318661e+01 3.154580e+03  1.113567598317281000e-04  1.139953120432932300e-04  1.274512044070798800e-04  1.548090095918396700e-04
27 325 1.277358e+01 3.153790e+03  1.113567598317281000e-04  1.136909494698492900e-04  1.192875323157812800e-04                       Inf
28 337 1.281357e+01 3.207478e+03  1.113567598317281000e-04  1.135294237815728400e-04  1.206344844990729400e-04  1.540086577047215200e-04
29 349 1.364103e+01 3.253681e+03  1.113567598317281000e-04  1.115514073480620600e-04  1.188910629661902200e-04  1.440141267180187400e-04
30 361 1.467950e+01 3.334988e+03  1.113567598317281000e-04  1.124192283999898500e-04  1.325874063321532900e-04                       Inf
31 373 1.524892e+01 3.359833e+03  1.113567598317281000e-04  1.123126241215016600e-04  1.201285192006699200e-04                       Inf
32 385 1.557607e+01 3.453072e+03  1.113567598317281000e-04  1.146589389843779900e-04  1.244213934209892700e-04  1.480905862514531700e-04
33 397 1.580656e+01 3.472188e+03  1.113567598317281000e-04  1.151408627932960400e-04  1.212434108943565600e-04                       Inf
34 409 1.656656e+01 3.530012e+03  1.113567598317281000e-04  1.146643461915604200e-04  1.265360228866084700e-04                       Inf
35 421 1.663041e+01 3.590075e+03  1.113567598317281000e-04  1.122635716041159300e-04  1.347118104626987200e-04                       Inf
36 433 1.621145e+01 3.649102e+03  1.113567598317281000e-04  1.121240415373211800e-04  1.214813138875202800e-04                       Inf
