%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=211985, 2015/05/10 11:34:44.85)
1 15  5.021377045238218200e-04 0 0 -4.432699e-01 1.436179e+00 -7.420197e-02 8.235399e-02 -5.186730e+00 8.895127e+00 -8.206218e-02 -6.855781e-03 -1.577939e-01 1.156372e-01 -1.049872e-02 -3.652846e+01 9.322528e+01 1.147405e+00 -1.364359e-02 -4.323759e+01 3.291174e+01 1.358366e-02 7.321463e-03 3.351594e-03 1.015641e+02 -1.186364e-02 1.073854e-03 -1.817825e-02 6.688001e+00 1.184013e-02 -5.898016e-05 5.449610e-01 1.247597e+00 4.953643e-02 7.869505e-02 1.123543e+02 1.665706e+00 
2 29  3.535264830795933700e-04 0 0 -5.548313e-01 1.351871e+00 -5.182181e-02 6.113405e-02 -5.322191e+00 1.019873e+01 -8.574812e-02 -1.306689e-02 -1.552413e-01 1.228920e-01 -4.074449e-03 -3.809102e+01 7.805226e+01 1.594038e+00 -1.070502e-02 -4.874842e+01 4.580746e+01 1.693158e-03 -1.077899e-02 -2.121253e-02 1.168930e+02 3.307399e-03 1.751353e-02 1.398990e-02 7.486758e+00 -7.223016e-03 -8.045227e-03 5.302757e-01 1.625695e+00 6.607981e-02 7.224184e-02 1.560666e+02 1.913922e+01 
3 43  3.516425344670588200e-04 0 0 -7.079076e-01 1.105180e+00 -6.421102e-02 7.303380e-02 -5.061689e+00 8.575750e+00 -9.432040e-02 5.296709e-03 -1.422110e-01 1.199808e-01 -8.485992e-03 -4.366894e+01 8.285790e+01 1.272536e+00 -2.276062e-02 -5.107750e+01 3.154865e+01 1.787030e-03 5.938698e-03 -1.264645e-03 1.048092e+02 2.648571e-03 4.802842e-03 1.319303e-02 8.080650e+00 4.079233e-03 -3.818788e-05 5.120465e-01 1.959455e+00 4.834155e-02 1.196331e-01 1.080488e+02 1.127079e+01 
4 57  3.432612898920124500e-04 0 0 -9.130709e-01 1.573657e+00 -4.500308e-03 8.649988e-02 -5.234854e+00 1.044168e+01 -1.069814e-01 9.655900e-03 -1.423516e-01 1.214148e-01 -5.363854e-03 -3.242686e+01 9.390494e+01 1.057805e+00 -1.194048e-02 -5.168039e+01 4.192619e+01 3.322568e-03 -6.632702e-03 -1.510218e-02 1.327480e+02 -1.836339e-04 8.514105e-03 1.901182e-02 1.027905e+01 -2.582675e-04 8.840399e-03 5.265696e-01 2.244414e+00 6.597782e-02 1.261564e-01 1.013055e+02 1.573052e+01 
5 71  3.522498238079914500e-04 0 0 -8.525643e-01 9.364519e-01 -4.724454e-02 8.713324e-02 -6.139053e+00 1.071218e+01 -1.192930e-01 1.616380e-03 -1.345815e-01 1.204983e-01 8.376482e-03 -2.577877e+01 9.386945e+01 5.437055e-01 -1.533106e-02 -4.359396e+01 2.537559e+01 3.030011e-03 6.927203e-03 -1.072982e-02 1.177346e+02 1.559372e-03 -1.200849e-03 1.626796e-02 1.400050e+01 1.478700e-02 8.068302e-03 5.325007e-01 2.098798e+00 6.202770e-02 1.231086e-01 8.313297e+01 6.420549e+00 
6 85  3.231510534706603900e-04 0 0 -7.815777e-01 1.785421e+00 -2.934691e-02 8.004254e-02 -8.317227e+00 1.200520e+01 -1.207205e-01 2.014227e-02 -1.351311e-01 1.297856e-01 -4.321516e-03 -3.866508e+01 1.024156e+02 5.936413e-01 -1.279331e-02 -4.284099e+01 3.104434e+01 -1.604099e-03 -5.754788e-03 -1.133543e-02 1.048662e+02 -4.934456e-03 2.336185e-03 1.852006e-02 6.406354e+00 8.556594e-03 3.865288e-03 5.436520e-01 1.953297e+00 5.341921e-02 1.402223e-01 9.959383e+01 4.984675e+00 
7 99  3.654286944209137800e-04 0 0 -6.432803e-02 1.545821e+00 1.412853e-02 8.505638e-02 -8.722717e+00 8.795511e+00 -1.114253e-01 1.763291e-02 -1.482663e-01 1.213562e-01 2.037880e-03 -2.443543e+01 8.977910e+01 6.436468e-01 -1.914101e-02 -2.427250e+01 3.068514e+01 -5.543829e-03 1.176767e-02 -2.684107e-03 9.670814e+01 -1.022522e-02 -1.350152e-02 1.530955e-03 9.153573e+00 1.620944e-02 1.715482e-03 5.175347e-01 2.083846e+00 5.852558e-02 1.438419e-01 1.148972e+02 2.240262e-01 
8 113  3.376724134211930700e-04 0 0 -7.306187e-01 1.660405e+00 -5.082018e-02 7.812568e-02 -7.136192e+00 7.087891e+00 -1.243121e-01 6.486410e-03 -1.361125e-01 1.326311e-01 -2.473372e-03 -3.308090e+01 9.801217e+01 6.422162e-01 -2.600911e-02 -4.211877e+01 2.301001e+01 2.403885e-04 1.410098e-02 -1.275915e-02 1.937798e+02 -6.498972e-03 -1.420863e-02 1.155157e-02 9.753784e+00 2.258491e-02 3.239759e-03 5.222147e-01 1.812639e+00 5.493533e-02 8.906577e-02 1.199645e+02 8.935051e-01 
9 127  3.620020201148048400e-04 0 0 -4.542084e-01 1.671857e+00 5.380622e-03 9.628840e-02 -8.970440e+00 6.035139e+00 -1.288225e-01 -6.094895e-03 -1.333987e-01 1.380344e-01 -1.002997e-02 -3.787847e+01 1.021595e+02 6.541947e-01 -3.372207e-02 -2.864033e+01 2.035748e+01 1.450545e-04 4.716163e-03 -8.986371e-03 1.349836e+02 -9.426325e-03 -1.145264e-02 1.517015e-02 1.177912e+01 1.730630e-02 -6.904892e-03 5.135502e-01 2.215867e+00 4.962288e-02 1.142078e-01 1.145871e+02 1.418024e+01 
10 141  3.279567243421263300e-04 0 0 -7.075093e-01 1.731621e+00 -1.509867e-02 8.097827e-02 -6.941956e+00 7.410451e+00 -1.254119e-01 2.079516e-03 -1.368975e-01 1.137987e-01 -9.632434e-03 -3.397252e+01 1.002627e+02 8.482353e-01 -3.464820e-02 -2.904650e+01 7.908578e+00 1.289137e-03 3.634356e-03 -1.299991e-02 1.157143e+02 -8.611537e-03 -1.163306e-02 1.284442e-04 7.867506e+00 2.789627e-02 -3.521932e-03 5.147988e-01 2.149872e+00 4.258462e-02 7.251290e-02 1.782961e+02 1.371708e+01 
