%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210461, 2015/05/9 19:27:29.62)
319 3829 5.888114e-01 1.249106e+00 4.342398e-06 4.342398e-06 7.635102e-05 2.029736e-04 2.324217e-04 3.023284e-04 3.294119e-04 3.450536e-04 4.023170e-04 1.067977e-03 2.947634e-03 6.020035e-03 1.264753e-02 6.510440e-02 1.025556e-01 2.801356e-01 4.825577e-01 7.716118e-01 1.249106e+00 
320 3841 5.616737e-01 1.247596e+00 4.286567e-06 4.286567e-06 7.520577e-05 2.021453e-04 2.326159e-04 3.019379e-04 3.277096e-04 3.430474e-04 4.011323e-04 1.069767e-03 2.938277e-03 6.029990e-03 1.259972e-02 6.496952e-02 1.024491e-01 2.829286e-01 4.831278e-01 7.713268e-01 1.247596e+00 
321 3853 5.779238e-01 1.241778e+00 4.246776e-06 4.246776e-06 7.479252e-05 1.983318e-04 2.313713e-04 3.023314e-04 3.257934e-04 3.431952e-04 4.099354e-04 1.073088e-03 2.928709e-03 6.017222e-03 1.261726e-02 6.499016e-02 1.025982e-01 2.843045e-01 4.899308e-01 7.910958e-01 1.241778e+00 
322 3865 5.712480e-01 1.251535e+00 4.193105e-06 4.193105e-06 7.325584e-05 1.988082e-04 2.305662e-04 3.022723e-04 3.258939e-04 3.403535e-04 4.103568e-04 1.063467e-03 2.921835e-03 5.997020e-03 1.257449e-02 6.458073e-02 1.026829e-01 2.830695e-01 4.901471e-01 7.965487e-01 1.251535e+00 
323 3877 5.414268e-01 1.251921e+00 4.157931e-06 4.157931e-06 7.230726e-05 1.983657e-04 2.321848e-04 3.013366e-04 3.289668e-04 3.378708e-04 4.098894e-04 1.054538e-03 2.910932e-03 6.017462e-03 1.254502e-02 6.430327e-02 1.039220e-01 2.802760e-01 4.867743e-01 8.016083e-01 1.251921e+00 
324 3889 5.308511e-01 1.244774e+00 4.119192e-06 4.119192e-06 7.130755e-05 1.975727e-04 2.309902e-04 3.002995e-04 3.239430e-04 3.367976e-04 4.092245e-04 1.071979e-03 2.903503e-03 5.989035e-03 1.266530e-02 6.468614e-02 1.039454e-01 2.819754e-01 4.876599e-01 8.035835e-01 1.244774e+00 
325 3901 5.427315e-01 1.235909e+00 4.041994e-06 4.041994e-06 7.101599e-05 1.958785e-04 2.295414e-04 3.001298e-04 3.224553e-04 3.357632e-04 4.109217e-04 1.074397e-03 2.894727e-03 5.989623e-03 1.256227e-02 6.430147e-02 1.073764e-01 2.813446e-01 4.958070e-01 8.007734e-01 1.235909e+00 
326 3913 5.460005e-01 1.229100e+00 4.006580e-06 4.006580e-06 7.025768e-05 1.943658e-04 2.278682e-04 3.001801e-04 3.213602e-04 3.347787e-04 4.156749e-04 1.065060e-03 2.889088e-03 5.973515e-03 1.250046e-02 6.417386e-02 1.088273e-01 2.794540e-01 4.979834e-01 7.959528e-01 1.229100e+00 
327 3925 5.128734e-01 1.231725e+00 3.966657e-06 3.966657e-06 6.913137e-05 1.924787e-04 2.258888e-04 2.975129e-04 3.210788e-04 3.345897e-04 4.153233e-04 1.057069e-03 2.896414e-03 5.965195e-03 1.247785e-02 6.404103e-02 1.097715e-01 2.793643e-01 4.999980e-01 7.916941e-01 1.231725e+00 
328 3937 4.953421e-01 1.229091e+00 3.913708e-06 3.913708e-06 6.864856e-05 1.920978e-04 2.284807e-04 2.966899e-04 3.177682e-04 3.325610e-04 4.147823e-04 1.058955e-03 2.882171e-03 5.937628e-03 1.243657e-02 6.386971e-02 1.100144e-01 2.780757e-01 5.041284e-01 7.924702e-01 1.229091e+00 
329 3949 4.752471e-01 1.228887e+00 3.883111e-06 3.883111e-06 6.799508e-05 1.905197e-04 2.310053e-04 2.961349e-04 3.180484e-04 3.346355e-04 4.123533e-04 1.059032e-03 2.862449e-03 5.894928e-03 1.237790e-02 6.359138e-02 1.089499e-01 2.775784e-01 5.056037e-01 7.903061e-01 1.228887e+00 
330 3961 4.626054e-01 1.226083e+00 3.813883e-06 3.813883e-06 6.725193e-05 1.937531e-04 2.334173e-04 2.928977e-04 3.211317e-04 3.330187e-04 4.109078e-04 1.065975e-03 2.853290e-03 5.916020e-03 1.230714e-02 6.380584e-02 1.084620e-01 2.767583e-01 5.047471e-01 7.929692e-01 1.226083e+00 
331 3973 4.593865e-01 1.246190e+00 3.785955e-06 3.785955e-06 6.657487e-05 1.929783e-04 2.332394e-04 2.930238e-04 3.228219e-04 3.412642e-04 4.110165e-04 1.067028e-03 2.834303e-03 5.917598e-03 1.241183e-02 6.361689e-02 1.083168e-01 2.766117e-01 5.023915e-01 7.902753e-01 1.246190e+00 
332 3985 4.492350e-01 1.243756e+00 3.705226e-06 3.705226e-06 6.558236e-05 1.920675e-04 2.313895e-04 2.939648e-04 3.235174e-04 3.484503e-04 4.093879e-04 1.056756e-03 2.838092e-03 5.903370e-03 1.234655e-02 6.304421e-02 1.093872e-01 2.763290e-01 5.010978e-01 7.887161e-01 1.243756e+00 
333 3997 4.438826e-01 1.253782e+00 3.646464e-06 3.646464e-06 6.470591e-05 1.897097e-04 2.317997e-04 2.930001e-04 3.231545e-04 3.488591e-04 4.056628e-04 1.055936e-03 2.820228e-03 5.860375e-03 1.244279e-02 6.279902e-02 1.089213e-01 2.792472e-01 4.976854e-01 8.032010e-01 1.253782e+00 
334 4009 4.366068e-01 1.252248e+00 3.614448e-06 3.614448e-06 6.391504e-05 1.885626e-04 2.299758e-04 2.924325e-04 3.225508e-04 3.480183e-04 4.021728e-04 1.057182e-03 2.817664e-03 5.840107e-03 1.260565e-02 6.248216e-02 1.082031e-01 2.828722e-01 4.950987e-01 8.039316e-01 1.252248e+00 
335 4021 4.372730e-01 1.243743e+00 3.529969e-06 3.529969e-06 6.323776e-05 1.881961e-04 2.294096e-04 2.926624e-04 3.208459e-04 3.529666e-04 4.020616e-04 1.050551e-03 2.819472e-03 5.815611e-03 1.258497e-02 6.307175e-02 1.079451e-01 2.831255e-01 4.891737e-01 8.137873e-01 1.243743e+00 
336 4033 4.275281e-01 1.248150e+00 3.496142e-06 3.496142e-06 6.291244e-05 1.873261e-04 2.295532e-04 2.950431e-04 3.163113e-04 3.503424e-04 4.013213e-04 1.045828e-03 2.822612e-03 5.798940e-03 1.262238e-02 6.360287e-02 1.077307e-01 2.819105e-01 4.885608e-01 8.186111e-01 1.248150e+00 
337 4045 4.420519e-01 1.245835e+00 3.465795e-06 3.465795e-06 6.243103e-05 1.857331e-04 2.298929e-04 2.926025e-04 3.184146e-04 3.506157e-04 4.031044e-04 1.050623e-03 2.789754e-03 5.828135e-03 1.263611e-02 6.250699e-02 1.074212e-01 2.862577e-01 4.861322e-01 8.409095e-01 1.245835e+00 
338 4057 4.756653e-01 1.245969e+00 3.415201e-06 3.415201e-06 6.197432e-05 1.848471e-04 2.291517e-04 2.920429e-04 3.162604e-04 3.545813e-04 4.112592e-04 1.055001e-03 2.769760e-03 5.803057e-03 1.261561e-02 6.245629e-02 1.073991e-01 2.861174e-01 5.079906e-01 8.370488e-01 1.245969e+00 
339 4069 4.780582e-01 1.251298e+00 3.350241e-06 3.350241e-06 6.126868e-05 1.840591e-04 2.284779e-04 2.938778e-04 3.171172e-04 3.592025e-04 4.119308e-04 1.046900e-03 2.780542e-03 5.777439e-03 1.258405e-02 6.223033e-02 1.067599e-01 2.905467e-01 5.074267e-01 8.390945e-01 1.251298e+00 
340 4081 4.577174e-01 1.242039e+00 3.276367e-06 3.276367e-06 6.123389e-05 1.838568e-04 2.285783e-04 2.983061e-04 3.137557e-04 3.586059e-04 4.110831e-04 1.042685e-03 2.777078e-03 5.776685e-03 1.252259e-02 6.215532e-02 1.064163e-01 2.882022e-01 5.116924e-01 8.379921e-01 1.242039e+00 
341 4093 4.356300e-01 1.235407e+00 3.234823e-06 3.234823e-06 6.078216e-05 1.833352e-04 2.289094e-04 2.969240e-04 3.131533e-04 3.589933e-04 4.062461e-04 1.039287e-03 2.766448e-03 5.702280e-03 1.245172e-02 6.256920e-02 1.074701e-01 2.870678e-01 5.138364e-01 8.352129e-01 1.235407e+00 
342 4105 4.205400e-01 1.229394e+00 3.156528e-06 3.156528e-06 6.012747e-05 1.838424e-04 2.302881e-04 2.967177e-04 3.136858e-04 3.573940e-04 4.036138e-04 1.030766e-03 2.777897e-03 5.708989e-03 1.240859e-02 6.348127e-02 1.087138e-01 2.956526e-01 5.121775e-01 8.235135e-01 1.229394e+00 
343 4117 4.198525e-01 1.244162e+00 3.130267e-06 3.130267e-06 5.986226e-05 1.823580e-04 2.316670e-04 2.954573e-04 3.169674e-04 3.547740e-04 4.014670e-04 1.023002e-03 2.768742e-03 5.692967e-03 1.247571e-02 6.436185e-02 1.079755e-01 2.966769e-01 5.143973e-01 8.244365e-01 1.244162e+00 
344 4129 4.209856e-01 1.239649e+00 3.111575e-06 3.111575e-06 5.916465e-05 1.824638e-04 2.366371e-04 2.941369e-04 3.199970e-04 3.618216e-04 4.009745e-04 1.016589e-03 2.747637e-03 5.678760e-03 1.243894e-02 6.423466e-02 1.086723e-01 2.949041e-01 5.150090e-01 8.242708e-01 1.239649e+00 
345 4141 4.128166e-01 1.226787e+00 3.086803e-06 3.086803e-06 5.812832e-05 1.812746e-04 2.340776e-04 2.945211e-04 3.178177e-04 3.608791e-04 3.957514e-04 1.023101e-03 2.739150e-03 5.641691e-03 1.238400e-02 6.436593e-02 1.093490e-01 2.932283e-01 5.104447e-01 8.235485e-01 1.226787e+00 
346 4153 3.866807e-01 1.219967e+00 3.065342e-06 3.065342e-06 5.719879e-05 1.807168e-04 2.317850e-04 2.962293e-04 3.197252e-04 3.590100e-04 3.947910e-04 1.020555e-03 2.728551e-03 5.661294e-03 1.227997e-02 6.392365e-02 1.091270e-01 2.915738e-01 5.069444e-01 8.210360e-01 1.219967e+00 
347 4165 3.581857e-01 1.214783e+00 3.016280e-06 3.016280e-06 5.661568e-05 1.808045e-04 2.309680e-04 2.948142e-04 3.168834e-04 3.591563e-04 3.972891e-04 1.017958e-03 2.705720e-03 5.659583e-03 1.239340e-02 6.357844e-02 1.084645e-01 2.898699e-01 5.044072e-01 8.325246e-01 1.214783e+00 
348 4177 3.483687e-01 1.213844e+00 2.954382e-06 2.954382e-06 5.670558e-05 1.818454e-04 2.278659e-04 2.940781e-04 3.144727e-04 3.589628e-04 3.955553e-04 1.016842e-03 2.686402e-03 5.654849e-03 1.256535e-02 6.307227e-02 1.077349e-01 2.924269e-01 5.009731e-01 8.401808e-01 1.213844e+00 
349 4189 3.451360e-01 1.215230e+00 2.905276e-06 2.905276e-06 5.628047e-05 1.809330e-04 2.266756e-04 2.940671e-04 3.170258e-04 3.673359e-04 3.927105e-04 1.012562e-03 2.661933e-03 5.603621e-03 1.264387e-02 6.334034e-02 1.076458e-01 2.925177e-01 4.917039e-01 8.335372e-01 1.215230e+00 
350 4201 3.436770e-01 1.229788e+00 2.867728e-06 2.867728e-06 5.570331e-05 1.809359e-04 2.286501e-04 2.931127e-04 3.168332e-04 3.658212e-04 3.906430e-04 1.006736e-03 2.694004e-03 5.513117e-03 1.261658e-02 6.406963e-02 1.082227e-01 2.900219e-01 4.921241e-01 8.333965e-01 1.229788e+00 
351 4213 3.218028e-01 1.226057e+00 2.845092e-06 2.845092e-06 5.471955e-05 1.802815e-04 2.280628e-04 2.915692e-04 3.190901e-04 3.662531e-04 3.888465e-04 9.996484e-04 2.697318e-03 5.493378e-03 1.260293e-02 6.379832e-02 1.076444e-01 2.898799e-01 4.887002e-01 8.402102e-01 1.226057e+00 
352 4225 3.116064e-01 1.220778e+00 2.785634e-06 2.785634e-06 5.381581e-05 1.799945e-04 2.252870e-04 2.943411e-04 3.182839e-04 3.675954e-04 3.858189e-04 9.927271e-04 2.725007e-03 5.467988e-03 1.255618e-02 6.313733e-02 1.086882e-01 2.931727e-01 4.908019e-01 8.414250e-01 1.220778e+00 
353 4237 2.910076e-01 1.220476e+00 2.764510e-06 2.764510e-06 5.317967e-05 1.789210e-04 2.245981e-04 2.946943e-04 3.165298e-04 3.675746e-04 3.860455e-04 9.860844e-04 2.714464e-03 5.442645e-03 1.264012e-02 6.308952e-02 1.079843e-01 2.958910e-01 4.889801e-01 8.378588e-01 1.220476e+00 
354 4249 2.866722e-01 1.207023e+00 2.720928e-06 2.720928e-06 5.274132e-05 1.775649e-04 2.251482e-04 2.988815e-04 3.180558e-04 3.648108e-04 3.825887e-04 1.000844e-03 2.675586e-03 5.491929e-03 1.261886e-02 6.356894e-02 1.070709e-01 2.976363e-01 4.861323e-01 8.412985e-01 1.207023e+00 
355 4261 2.850764e-01 1.205035e+00 2.700679e-06 2.700679e-06 5.170671e-05 1.802402e-04 2.346163e-04 2.982605e-04 3.165316e-04 3.642495e-04 3.815965e-04 9.948325e-04 2.652769e-03 5.495464e-03 1.263494e-02 6.349674e-02 1.058198e-01 2.963158e-01 4.854738e-01 8.368076e-01 1.205035e+00 
356 4273 2.844176e-01 1.212953e+00 2.673126e-06 2.673126e-06 5.132238e-05 1.805910e-04 2.323614e-04 3.004351e-04 3.231690e-04 3.621378e-04 3.802430e-04 9.904677e-04 2.644260e-03 5.476968e-03 1.267488e-02 6.323100e-02 1.074316e-01 2.940948e-01 4.871214e-01 8.317414e-01 1.212953e+00 
357 4285 2.842188e-01 1.210108e+00 2.617831e-06 2.617831e-06 5.072101e-05 1.804268e-04 2.298057e-04 3.056584e-04 3.233993e-04 3.602852e-04 3.793705e-04 9.919863e-04 2.647223e-03 5.482567e-03 1.264898e-02 6.260216e-02 1.066415e-01 2.928290e-01 4.853165e-01 8.339676e-01 1.210108e+00 
358 4297 2.894508e-01 1.200047e+00 2.584154e-06 2.584154e-06 4.981576e-05 1.804721e-04 2.333440e-04 3.044688e-04 3.223598e-04 3.613032e-04 3.875509e-04 9.898669e-04 2.632706e-03 5.442504e-03 1.256706e-02 6.249789e-02 1.063780e-01 2.908939e-01 4.865417e-01 8.296360e-01 1.200047e+00 
359 4309 2.907821e-01 1.195209e+00 2.570061e-06 2.570061e-06 4.915942e-05 1.806838e-04 2.365052e-04 3.046390e-04 3.226568e-04 3.599348e-04 3.883036e-04 9.891103e-04 2.623559e-03 5.434052e-03 1.267042e-02 6.271970e-02 1.060456e-01 2.945461e-01 4.889272e-01 8.305515e-01 1.195209e+00 
360 4321 3.013662e-01 1.189813e+00 2.539160e-06 2.539160e-06 4.831177e-05 1.785250e-04 2.358078e-04 3.046824e-04 3.228956e-04 3.613326e-04 3.898680e-04 9.844253e-04 2.613561e-03 5.481664e-03 1.264714e-02 6.280279e-02 1.060062e-01 2.961679e-01 4.897685e-01 8.336809e-01 1.189813e+00 
361 4333 3.152694e-01 1.192883e+00 2.514669e-06 2.514669e-06 4.795293e-05 1.785603e-04 2.385807e-04 3.040081e-04 3.242153e-04 3.586160e-04 3.906889e-04 9.904434e-04 2.596320e-03 5.494411e-03 1.264610e-02 6.314336e-02 1.069750e-01 2.947362e-01 4.874890e-01 8.366033e-01 1.192883e+00 
362 4345 3.218868e-01 1.187375e+00 2.490261e-06 2.490261e-06 4.716773e-05 1.788272e-04 2.448199e-04 3.022203e-04 3.218731e-04 3.570780e-04 3.925636e-04 9.914017e-04 2.570321e-03 5.439979e-03 1.256783e-02 6.320358e-02 1.075272e-01 2.964694e-01 4.894643e-01 8.425480e-01 1.187375e+00 
363 4357 3.348112e-01 1.189244e+00 2.438933e-06 2.438933e-06 4.607715e-05 1.812608e-04 2.457136e-04 3.029031e-04 3.205494e-04 3.554825e-04 3.924938e-04 9.875005e-04 2.568713e-03 5.424337e-03 1.273583e-02 6.324943e-02 1.094405e-01 2.954706e-01 4.888392e-01 8.378012e-01 1.189244e+00 
364 4369 3.540670e-01 1.185918e+00 2.377204e-06 2.377204e-06 4.528481e-05 1.815395e-04 2.460899e-04 3.010800e-04 3.215455e-04 3.551562e-04 3.927188e-04 9.832576e-04 2.576997e-03 5.472107e-03 1.277986e-02 6.344088e-02 1.101997e-01 2.940688e-01 4.876234e-01 8.428401e-01 1.185918e+00 
365 4381 3.841113e-01 1.187621e+00 2.352893e-06 2.352893e-06 4.493107e-05 1.819587e-04 2.494576e-04 3.041295e-04 3.213740e-04 3.530043e-04 3.947638e-04 9.833762e-04 2.586805e-03 5.444596e-03 1.278019e-02 6.319982e-02 1.118123e-01 2.932581e-01 4.832687e-01 8.384176e-01 1.187621e+00 
366 4393 4.276795e-01 1.189205e+00 2.337580e-06 2.337580e-06 4.440053e-05 1.825670e-04 2.501392e-04 3.020290e-04 3.234998e-04 3.536153e-04 3.967783e-04 9.840132e-04 2.590299e-03 5.439158e-03 1.273864e-02 6.307059e-02 1.137665e-01 2.952687e-01 4.827071e-01 8.300828e-01 1.189205e+00 
367 4405 4.508903e-01 1.188781e+00 2.301567e-06 2.301567e-06 4.344708e-05 1.826292e-04 2.512331e-04 3.031681e-04 3.243593e-04 3.528385e-04 3.944683e-04 9.791924e-04 2.583649e-03 5.407173e-03 1.270897e-02 6.294446e-02 1.133582e-01 2.962198e-01 4.821031e-01 8.358281e-01 1.188781e+00 
368 4417 4.659224e-01 1.186706e+00 2.264103e-06 2.264103e-06 4.304720e-05 1.820639e-04 2.508792e-04 3.022053e-04 3.245508e-04 3.529084e-04 3.954634e-04 9.749001e-04 2.580540e-03 5.382445e-03 1.281816e-02 6.243630e-02 1.139736e-01 2.990570e-01 4.801776e-01 8.326364e-01 1.186706e+00 
369 4429 4.466361e-01 1.185994e+00 2.235270e-06 2.235270e-06 4.268080e-05 1.818508e-04 2.542018e-04 3.007005e-04 3.225558e-04 3.507237e-04 3.940434e-04 9.627340e-04 2.564979e-03 5.350362e-03 1.282722e-02 6.238559e-02 1.144529e-01 2.974126e-01 4.784773e-01 8.262414e-01 1.185994e+00 
370 4441 4.140933e-01 1.177693e+00 2.211387e-06 2.211387e-06 4.189143e-05 1.803629e-04 2.541499e-04 2.990517e-04 3.219873e-04 3.451045e-04 3.925688e-04 9.545809e-04 2.545409e-03 5.326127e-03 1.283293e-02 6.183150e-02 1.144965e-01 2.968598e-01 4.751286e-01 8.306886e-01 1.177693e+00 
371 4453 4.052975e-01 1.196046e+00 2.195773e-06 2.195773e-06 4.131998e-05 1.810401e-04 2.544532e-04 2.994521e-04 3.205987e-04 3.426621e-04 3.916454e-04 9.512537e-04 2.588261e-03 5.291688e-03 1.266381e-02 6.135220e-02 1.150585e-01 2.974946e-01 4.725328e-01 8.231893e-01 1.196046e+00 
372 4465 3.978907e-01 1.188840e+00 2.164748e-06 2.164748e-06 4.064774e-05 1.820268e-04 2.524033e-04 2.977467e-04 3.191999e-04 3.411676e-04 3.901693e-04 9.538457e-04 2.575908e-03 5.279569e-03 1.269601e-02 6.158136e-02 1.148608e-01 2.961568e-01 4.694950e-01 8.208409e-01 1.188840e+00 
373 4477 3.972297e-01 1.184518e+00 2.122954e-06 2.122954e-06 4.020491e-05 1.829542e-04 2.514368e-04 2.979582e-04 3.183288e-04 3.410604e-04 3.886721e-04 9.565572e-04 2.571203e-03 5.278617e-03 1.256827e-02 6.181090e-02 1.155194e-01 3.002298e-01 4.672076e-01 8.153508e-01 1.184518e+00 
374 4489 3.858208e-01 1.184664e+00 2.096934e-06 2.096934e-06 3.985445e-05 1.839298e-04 2.510658e-04 2.979909e-04 3.189789e-04 3.436231e-04 3.894139e-04 9.674592e-04 2.563199e-03 5.300449e-03 1.255501e-02 6.176765e-02 1.150253e-01 3.011480e-01 4.567324e-01 8.174687e-01 1.184664e+00 
375 4501 3.878553e-01 1.184423e+00 2.073159e-06 2.073159e-06 3.969020e-05 1.834295e-04 2.490654e-04 2.979392e-04 3.212313e-04 3.437117e-04 3.919088e-04 9.699930e-04 2.612789e-03 5.277569e-03 1.270113e-02 6.158509e-02 1.142132e-01 3.000848e-01 4.568632e-01 8.129171e-01 1.184423e+00 
376 4513 4.008569e-01 1.185089e+00 2.048565e-06 2.048565e-06 3.899393e-05 1.851771e-04 2.480429e-04 2.961896e-04 3.220112e-04 3.427926e-04 3.936680e-04 9.671370e-04 2.602708e-03 5.245324e-03 1.273779e-02 6.142519e-02 1.141036e-01 2.996123e-01 4.579266e-01 8.255151e-01 1.185089e+00 
377 4525 4.204701e-01 1.186137e+00 2.020652e-06 2.020652e-06 3.842476e-05 1.849885e-04 2.491293e-04 2.960918e-04 3.224339e-04 3.415255e-04 4.057872e-04 9.577475e-04 2.606073e-03 5.207767e-03 1.276684e-02 6.136946e-02 1.146379e-01 2.993981e-01 4.578432e-01 8.243586e-01 1.186137e+00 
378 4537 4.410875e-01 1.179277e+00 2.002610e-06 2.002610e-06 3.809836e-05 1.853002e-04 2.476429e-04 3.015532e-04 3.210719e-04 3.414982e-04 4.056197e-04 9.539551e-04 2.625633e-03 5.186281e-03 1.284215e-02 6.145779e-02 1.157341e-01 2.984046e-01 4.559696e-01 8.206528e-01 1.179277e+00 
379 4549 4.493171e-01 1.178431e+00 1.977993e-06 1.977993e-06 3.784375e-05 1.842212e-04 2.463838e-04 3.012251e-04 3.199846e-04 3.433225e-04 4.061556e-04 9.557392e-04 2.616508e-03 5.154918e-03 1.272103e-02 6.157338e-02 1.160768e-01 2.994014e-01 4.533495e-01 8.240308e-01 1.178431e+00 
380 4561 4.554961e-01 1.188303e+00 1.934293e-06 1.934293e-06 3.736877e-05 1.836601e-04 2.452559e-04 3.030283e-04 3.184632e-04 3.432138e-04 4.086819e-04 9.517518e-04 2.629270e-03 5.133552e-03 1.266217e-02 6.132645e-02 1.167740e-01 2.992104e-01 4.581240e-01 8.248578e-01 1.188303e+00 
381 4573 4.483965e-01 1.183822e+00 1.894000e-06 1.894000e-06 3.719461e-05 1.834656e-04 2.479115e-04 3.022859e-04 3.157432e-04 3.432037e-04 4.090380e-04 9.519499e-04 2.618673e-03 5.135816e-03 1.260441e-02 6.166571e-02 1.160989e-01 2.975391e-01 4.550041e-01 8.233065e-01 1.183822e+00 
382 4585 4.392283e-01 1.187267e+00 1.876720e-06 1.876720e-06 3.659041e-05 1.851376e-04 2.459034e-04 3.029717e-04 3.186097e-04 3.435276e-04 4.086140e-04 9.454643e-04 2.615444e-03 5.119153e-03 1.258893e-02 6.197794e-02 1.160305e-01 2.982237e-01 4.565642e-01 8.257728e-01 1.187267e+00 
383 4597 4.447987e-01 1.184439e+00 1.862163e-06 1.862163e-06 3.600981e-05 1.850620e-04 2.463023e-04 3.022044e-04 3.205041e-04 3.421552e-04 4.150801e-04 9.389278e-04 2.603067e-03 5.110190e-03 1.248651e-02 6.172311e-02 1.175049e-01 2.948215e-01 4.551452e-01 8.168807e-01 1.184439e+00 
384 4609 4.476218e-01 1.189212e+00 1.840487e-06 1.840487e-06 3.550666e-05 1.847814e-04 2.457259e-04 3.042934e-04 3.176453e-04 3.406861e-04 4.198953e-04 9.355658e-04 2.579877e-03 5.082290e-03 1.255914e-02 6.164497e-02 1.164293e-01 2.941149e-01 4.544943e-01 8.253593e-01 1.189212e+00 
385 4621 4.516654e-01 1.202366e+00 1.811783e-06 1.811783e-06 3.528133e-05 1.853119e-04 2.449388e-04 3.012545e-04 3.176688e-04 3.403210e-04 4.216540e-04 9.377133e-04 2.580067e-03 5.096012e-03 1.250956e-02 6.194928e-02 1.175675e-01 2.916972e-01 4.514392e-01 8.387263e-01 1.202366e+00 
386 4633 4.553071e-01 1.198276e+00 1.784972e-06 1.784972e-06 3.488209e-05 1.873665e-04 2.418976e-04 2.995585e-04 3.166996e-04 3.361785e-04 4.195661e-04 9.270183e-04 2.607693e-03 5.101205e-03 1.238209e-02 6.308859e-02 1.188291e-01 2.912361e-01 4.518600e-01 8.395164e-01 1.198276e+00 
387 4645 4.793790e-01 1.202623e+00 1.757117e-06 1.757117e-06 3.440914e-05 1.861772e-04 2.427274e-04 2.959533e-04 3.209144e-04 3.401859e-04 4.329077e-04 9.291415e-04 2.598275e-03 5.153199e-03 1.233166e-02 6.286816e-02 1.204280e-01 2.915702e-01 4.503926e-01 8.390333e-01 1.202623e+00 
388 4657 4.894672e-01 1.192544e+00 1.741863e-06 1.741863e-06 3.378118e-05 1.857920e-04 2.442100e-04 2.994218e-04 3.193836e-04 3.387870e-04 4.406283e-04 9.225077e-04 2.596935e-03 5.197147e-03 1.227556e-02 6.333299e-02 1.199836e-01 2.906028e-01 4.503180e-01 8.265649e-01 1.192544e+00 
389 4669 5.085275e-01 1.194737e+00 1.703245e-06 1.703245e-06 3.376111e-05 1.874089e-04 2.456096e-04 2.982150e-04 3.232008e-04 3.375768e-04 4.425745e-04 9.188096e-04 2.593163e-03 5.222134e-03 1.223535e-02 6.313602e-02 1.198073e-01 2.895049e-01 4.486232e-01 8.228848e-01 1.194737e+00 
390 4681 5.105349e-01 1.206383e+00 1.683958e-06 1.683958e-06 3.332413e-05 1.874675e-04 2.453630e-04 3.004817e-04 3.220625e-04 3.386923e-04 4.432375e-04 9.158488e-04 2.589506e-03 5.259874e-03 1.222962e-02 6.331386e-02 1.199043e-01 2.889544e-01 4.467679e-01 8.263636e-01 1.206383e+00 
391 4693 4.996494e-01 1.197066e+00 1.652346e-06 1.652346e-06 3.301098e-05 1.901649e-04 2.461601e-04 2.990968e-04 3.207252e-04 3.380007e-04 4.416152e-04 9.134816e-04 2.591769e-03 5.286681e-03 1.217582e-02 6.326930e-02 1.206734e-01 2.926103e-01 4.439204e-01 8.176850e-01 1.197066e+00 
392 4705 4.998259e-01 1.197403e+00 1.621962e-06 1.621962e-06 3.278453e-05 1.884390e-04 2.491701e-04 2.992924e-04 3.213674e-04 3.370631e-04 4.404725e-04 9.150449e-04 2.599535e-03 5.262854e-03 1.216977e-02 6.312860e-02 1.206031e-01 2.915600e-01 4.427025e-01 8.128653e-01 1.197403e+00 
393 4717 4.954884e-01 1.194012e+00 1.594410e-06 1.594410e-06 3.256366e-05 1.887483e-04 2.504701e-04 2.978698e-04 3.199434e-04 3.338102e-04 4.341154e-04 9.255039e-04 2.599234e-03 5.275430e-03 1.208132e-02 6.296496e-02 1.205431e-01 2.906841e-01 4.424847e-01 8.128404e-01 1.194012e+00 
394 4729 4.659281e-01 1.178298e+00 1.570800e-06 1.570800e-06 3.195062e-05 1.864679e-04 2.507481e-04 2.966049e-04 3.179727e-04 3.302799e-04 4.352796e-04 9.298623e-04 2.590986e-03 5.266773e-03 1.201514e-02 6.234073e-02 1.199860e-01 2.913950e-01 4.399162e-01 8.089478e-01 1.178298e+00 
395 4741 4.430087e-01 1.171835e+00 1.537105e-06 1.537105e-06 3.154387e-05 1.860474e-04 2.491264e-04 2.953210e-04 3.181892e-04 3.279694e-04 4.338721e-04 9.252692e-04 2.571180e-03 5.317224e-03 1.200824e-02 6.213968e-02 1.196569e-01 2.897113e-01 4.421715e-01 7.987226e-01 1.171835e+00 
396 4753 4.265152e-01 1.158671e+00 1.526436e-06 1.526436e-06 3.113136e-05 1.868800e-04 2.469781e-04 2.938921e-04 3.177280e-04 3.270177e-04 4.315050e-04 9.354246e-04 2.537495e-03 5.361982e-03 1.209524e-02 6.239592e-02 1.188250e-01 2.878445e-01 4.392267e-01 7.926472e-01 1.158671e+00 
397 4765 4.385677e-01 1.183531e+00 1.514996e-06 1.514996e-06 3.095320e-05 1.874090e-04 2.494777e-04 2.897578e-04 3.190463e-04 3.270660e-04 4.347108e-04 9.414311e-04 2.527101e-03 5.404078e-03 1.205329e-02 6.264746e-02 1.181827e-01 2.860813e-01 4.399043e-01 7.918257e-01 1.183531e+00 
398 4777 4.421828e-01 1.185837e+00 1.494158e-06 1.494158e-06 3.062107e-05 1.873096e-04 2.492615e-04 2.902074e-04 3.188291e-04 3.273751e-04 4.352817e-04 9.441988e-04 2.534437e-03 5.434901e-03 1.200022e-02 6.256585e-02 1.171496e-01 2.867732e-01 4.380185e-01 7.896569e-01 1.185837e+00 
