%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210461, 2015/05/9 19:27:29.62)
79 949 8.700675e+00 8.860432e-01 1.349825e-04 1.349825e-04 3.147770e-04 3.633906e-04 3.797550e-04 3.995579e-04 4.039781e-04 4.991498e-04 5.099248e-04 1.231247e-03 7.301949e-03 1.064796e-02 1.471605e-02 5.801479e-02 1.033571e-01 3.199568e-01 4.161012e-01 6.860799e-01 8.860432e-01 
80 961 8.879365e+00 8.974809e-01 1.316420e-04 1.316420e-04 3.125301e-04 3.639896e-04 3.823429e-04 4.007488e-04 4.126627e-04 4.970361e-04 5.075600e-04 1.232233e-03 7.224084e-03 1.062256e-02 1.490062e-02 5.752015e-02 1.031641e-01 3.203900e-01 4.139490e-01 7.001860e-01 8.974809e-01 
81 973 9.263114e+00 9.125581e-01 1.305653e-04 1.305653e-04 3.109880e-04 3.619281e-04 3.811810e-04 4.027118e-04 4.128341e-04 4.915711e-04 5.044173e-04 1.227066e-03 7.344616e-03 1.056948e-02 1.494271e-02 5.737470e-02 1.029115e-01 3.215753e-01 4.168007e-01 7.035139e-01 9.125581e-01 
82 985 9.256778e+00 9.182391e-01 1.292795e-04 1.292795e-04 3.126103e-04 3.591790e-04 3.803889e-04 4.042144e-04 4.133370e-04 4.911973e-04 5.042663e-04 1.244039e-03 7.459850e-03 1.045547e-02 1.500809e-02 5.800885e-02 1.025249e-01 3.204832e-01 4.144298e-01 7.012551e-01 9.182391e-01 
83 997 9.129927e+00 9.184912e-01 1.268985e-04 1.268985e-04 3.114363e-04 3.650102e-04 3.802595e-04 4.016946e-04 4.118606e-04 4.960203e-04 5.125570e-04 1.232609e-03 7.422905e-03 1.046672e-02 1.495775e-02 5.835385e-02 1.039315e-01 3.197867e-01 4.130210e-01 6.981424e-01 9.184912e-01 
84 1009 8.752645e+00 9.136369e-01 1.258403e-04 1.258403e-04 3.117264e-04 3.640775e-04 3.792950e-04 4.017859e-04 4.112371e-04 4.976174e-04 5.231345e-04 1.220970e-03 7.504437e-03 1.040209e-02 1.491134e-02 5.806484e-02 1.044823e-01 3.173006e-01 4.092457e-01 6.975362e-01 9.136369e-01 
85 1021 8.099850e+00 9.143746e-01 1.238211e-04 1.238211e-04 3.087196e-04 3.608477e-04 3.782203e-04 3.984080e-04 4.124023e-04 4.944674e-04 5.339805e-04 1.219101e-03 7.416491e-03 1.025663e-02 1.487125e-02 5.832427e-02 1.043085e-01 3.163486e-01 4.047448e-01 6.934869e-01 9.143746e-01 
86 1033 7.541284e+00 9.113690e-01 1.223308e-04 1.223308e-04 3.084994e-04 3.577932e-04 3.777970e-04 3.959534e-04 4.127117e-04 4.940601e-04 5.352905e-04 1.231218e-03 7.414756e-03 1.013271e-02 1.514135e-02 5.811636e-02 1.044432e-01 3.142948e-01 4.002643e-01 6.862927e-01 9.113690e-01 
87 1045 7.234253e+00 9.172776e-01 1.210464e-04 1.210464e-04 3.079192e-04 3.558431e-04 3.768394e-04 3.922875e-04 4.114428e-04 4.867508e-04 5.418791e-04 1.219508e-03 7.491680e-03 1.008648e-02 1.506978e-02 5.767516e-02 1.053977e-01 3.140598e-01 3.990138e-01 6.894572e-01 9.172776e-01 
88 1057 6.946843e+00 9.146623e-01 1.174728e-04 1.174728e-04 3.050745e-04 3.526209e-04 3.800608e-04 3.903803e-04 4.168952e-04 4.815180e-04 5.408776e-04 1.217448e-03 7.440122e-03 9.820848e-03 1.514017e-02 5.750535e-02 1.053252e-01 3.153607e-01 3.948283e-01 6.865575e-01 9.146623e-01 
89 1069 6.786609e+00 9.132386e-01 1.163991e-04 1.163991e-04 3.031350e-04 3.577386e-04 3.788138e-04 3.882097e-04 4.194810e-04 4.774732e-04 5.376287e-04 1.223556e-03 7.493699e-03 9.775975e-03 1.527922e-02 5.794675e-02 1.058364e-01 3.144283e-01 3.922363e-01 6.831235e-01 9.132386e-01 
90 1081 6.780111e+00 9.194220e-01 1.151489e-04 1.151489e-04 3.043374e-04 3.591516e-04 3.805213e-04 3.868050e-04 4.216078e-04 4.744970e-04 5.352819e-04 1.219874e-03 7.447840e-03 9.748596e-03 1.504329e-02 5.795684e-02 1.057848e-01 3.102351e-01 3.933807e-01 6.775381e-01 9.194220e-01 
91 1093 6.465142e+00 9.215460e-01 1.140050e-04 1.140050e-04 3.011265e-04 3.584836e-04 3.786636e-04 3.880606e-04 4.222863e-04 4.709453e-04 5.321175e-04 1.210182e-03 7.424484e-03 9.652430e-03 1.477214e-02 5.752791e-02 1.058771e-01 3.075417e-01 3.980679e-01 6.717334e-01 9.215460e-01 
92 1105 6.223232e+00 9.214887e-01 1.122473e-04 1.122473e-04 2.999024e-04 3.597550e-04 3.788401e-04 3.864398e-04 4.218309e-04 4.732901e-04 5.250776e-04 1.215210e-03 7.458170e-03 9.598231e-03 1.469690e-02 5.910219e-02 1.052911e-01 3.099590e-01 3.970694e-01 6.685536e-01 9.214887e-01 
93 1117 5.974869e+00 9.134006e-01 1.106139e-04 1.106139e-04 3.018197e-04 3.581248e-04 3.774053e-04 3.867653e-04 4.192018e-04 4.727558e-04 5.255099e-04 1.209644e-03 7.433777e-03 9.576474e-03 1.480625e-02 5.882767e-02 1.051822e-01 3.094999e-01 4.000820e-01 6.608694e-01 9.134006e-01 
94 1129 5.782120e+00 9.105114e-01 1.092100e-04 1.092100e-04 3.006738e-04 3.572050e-04 3.746549e-04 3.913197e-04 4.146652e-04 4.685173e-04 5.240801e-04 1.201905e-03 7.397430e-03 9.506860e-03 1.479228e-02 5.800826e-02 1.066546e-01 3.097527e-01 3.985946e-01 6.573293e-01 9.105114e-01 
95 1141 5.443631e+00 9.098009e-01 1.075584e-04 1.075584e-04 3.006363e-04 3.550053e-04 3.732569e-04 3.938681e-04 4.159138e-04 4.694820e-04 5.315282e-04 1.200609e-03 7.419978e-03 9.482534e-03 1.478281e-02 5.764443e-02 1.065141e-01 3.054911e-01 3.944367e-01 6.574315e-01 9.098009e-01 
96 1153 5.202034e+00 9.083441e-01 1.061642e-04 1.061642e-04 3.070180e-04 3.531705e-04 3.722412e-04 3.971709e-04 4.181682e-04 4.652491e-04 5.282645e-04 1.194611e-03 7.358814e-03 9.454488e-03 1.497883e-02 5.753281e-02 1.057226e-01 3.041897e-01 3.950418e-01 6.639160e-01 9.083441e-01 
97 1165 4.991604e+00 9.062715e-01 1.047234e-04 1.047234e-04 3.071626e-04 3.524678e-04 3.688818e-04 4.042026e-04 4.149245e-04 4.589872e-04 5.264288e-04 1.176476e-03 7.319129e-03 9.273096e-03 1.498624e-02 5.714994e-02 1.060130e-01 3.030048e-01 3.944922e-01 6.619106e-01 9.062715e-01 
98 1177 4.801848e+00 9.243600e-01 1.030001e-04 1.030001e-04 3.047856e-04 3.531664e-04 3.663350e-04 4.070056e-04 4.133705e-04 4.575309e-04 5.225408e-04 1.167417e-03 7.260913e-03 9.204949e-03 1.497815e-02 5.718154e-02 1.053936e-01 3.116578e-01 3.922487e-01 6.596461e-01 9.243600e-01 
99 1189 4.631256e+00 9.377929e-01 1.019336e-04 1.019336e-04 3.038225e-04 3.538571e-04 3.681853e-04 4.074292e-04 4.134185e-04 4.603789e-04 5.206923e-04 1.158528e-03 7.205452e-03 9.124472e-03 1.488967e-02 5.735980e-02 1.043621e-01 3.109807e-01 3.893165e-01 6.597236e-01 9.377929e-01 
100 1201 4.414104e+00 9.408369e-01 1.012710e-04 1.012710e-04 3.015890e-04 3.497384e-04 3.638003e-04 4.075998e-04 4.093591e-04 4.643570e-04 5.186816e-04 1.162920e-03 7.169074e-03 9.026569e-03 1.483215e-02 5.694477e-02 1.037225e-01 3.117393e-01 3.874076e-01 6.669219e-01 9.408369e-01 
101 1213 4.319972e+00 9.472532e-01 1.002036e-04 1.002036e-04 2.999945e-04 3.506493e-04 3.669149e-04 4.053834e-04 4.114839e-04 4.680864e-04 5.156732e-04 1.162308e-03 7.154667e-03 8.989714e-03 1.483106e-02 5.706541e-02 1.041483e-01 3.132022e-01 3.839837e-01 6.628742e-01 9.472532e-01 
102 1225 4.365754e+00 9.703463e-01 9.793374e-05 9.793374e-05 2.991852e-04 3.514545e-04 3.665641e-04 4.053221e-04 4.157947e-04 4.684053e-04 5.188042e-04 1.157138e-03 7.152517e-03 8.960985e-03 1.494503e-02 5.783184e-02 1.036706e-01 3.147063e-01 3.874258e-01 6.660341e-01 9.703463e-01 
103 1237 4.439184e+00 9.851772e-01 9.662425e-05 9.662425e-05 3.000778e-04 3.493769e-04 3.654041e-04 4.037261e-04 4.152828e-04 4.676893e-04 5.170906e-04 1.149512e-03 7.240344e-03 8.860613e-03 1.481570e-02 5.811288e-02 1.033283e-01 3.141168e-01 3.834256e-01 6.687946e-01 9.851772e-01 
104 1249 4.454788e+00 9.901317e-01 9.474331e-05 9.474331e-05 3.017343e-04 3.488574e-04 3.650142e-04 4.069824e-04 4.125261e-04 4.729411e-04 5.198640e-04 1.155665e-03 7.220630e-03 8.775239e-03 1.465090e-02 5.821936e-02 1.044113e-01 3.177854e-01 3.895578e-01 6.669086e-01 9.901317e-01 
105 1261 4.531399e+00 9.914569e-01 9.343732e-05 9.343732e-05 3.008799e-04 3.502982e-04 3.629113e-04 4.056311e-04 4.098732e-04 4.755214e-04 5.183777e-04 1.165237e-03 7.214599e-03 8.711013e-03 1.460275e-02 5.812667e-02 1.046359e-01 3.163233e-01 3.925061e-01 6.685473e-01 9.914569e-01 
106 1273 4.639617e+00 9.896688e-01 9.261869e-05 9.261869e-05 2.961120e-04 3.480856e-04 3.612554e-04 4.073520e-04 4.100254e-04 4.759891e-04 5.135815e-04 1.161459e-03 7.275910e-03 8.663024e-03 1.466000e-02 5.714390e-02 1.044099e-01 3.178190e-01 3.933140e-01 6.601877e-01 9.896688e-01 
107 1285 4.772832e+00 9.875205e-01 9.142027e-05 9.142027e-05 2.931813e-04 3.465717e-04 3.616136e-04 4.014741e-04 4.155327e-04 4.760949e-04 5.117489e-04 1.160161e-03 7.410232e-03 8.594490e-03 1.462600e-02 5.693985e-02 1.039383e-01 3.191592e-01 3.930874e-01 6.587069e-01 9.875205e-01 
108 1297 4.803092e+00 9.901793e-01 8.894026e-05 8.894026e-05 2.972663e-04 3.438379e-04 3.640268e-04 3.993705e-04 4.246419e-04 4.739292e-04 5.109168e-04 1.155697e-03 7.406952e-03 8.555901e-03 1.459759e-02 5.563291e-02 1.034546e-01 3.184237e-01 3.922292e-01 6.533353e-01 9.901793e-01 
109 1309 4.820685e+00 9.942693e-01 8.801135e-05 8.801135e-05 2.976745e-04 3.412023e-04 3.620946e-04 3.984880e-04 4.233813e-04 4.726134e-04 5.078465e-04 1.164412e-03 7.448295e-03 8.518204e-03 1.467460e-02 5.568723e-02 1.035009e-01 3.159936e-01 3.934863e-01 6.553506e-01 9.942693e-01 
110 1321 5.038592e+00 1.012399e+00 8.589336e-05 8.589336e-05 2.962643e-04 3.370942e-04 3.629130e-04 3.976518e-04 4.234333e-04 4.710871e-04 5.124491e-04 1.175704e-03 7.550490e-03 8.507095e-03 1.470846e-02 5.557356e-02 1.028840e-01 3.214563e-01 3.938235e-01 6.513225e-01 1.012399e+00 
111 1333 5.306973e+00 1.009921e+00 8.421725e-05 8.421725e-05 2.937545e-04 3.346720e-04 3.609867e-04 3.984405e-04 4.245221e-04 4.668975e-04 5.243429e-04 1.193362e-03 7.594270e-03 8.469792e-03 1.466248e-02 5.511727e-02 1.023012e-01 3.181930e-01 3.957271e-01 6.556225e-01 1.009921e+00 
112 1345 5.412229e+00 1.014219e+00 8.325031e-05 8.325031e-05 2.958743e-04 3.328740e-04 3.599097e-04 3.963187e-04 4.225790e-04 4.679884e-04 5.236869e-04 1.191215e-03 7.587869e-03 8.424720e-03 1.456532e-02 5.536277e-02 1.016293e-01 3.294894e-01 3.956811e-01 6.527624e-01 1.014219e+00 
113 1357 5.445099e+00 1.011978e+00 8.197893e-05 8.197893e-05 2.932042e-04 3.306568e-04 3.599679e-04 3.956283e-04 4.204527e-04 4.705498e-04 5.184825e-04 1.205710e-03 7.598246e-03 8.252017e-03 1.489388e-02 5.530085e-02 1.010892e-01 3.314695e-01 3.960917e-01 6.698240e-01 1.011978e+00 
114 1369 5.365241e+00 1.019904e+00 8.127304e-05 8.127304e-05 2.944478e-04 3.281830e-04 3.564523e-04 3.934238e-04 4.195577e-04 4.681674e-04 5.175139e-04 1.196302e-03 7.610132e-03 8.184268e-03 1.477195e-02 5.459007e-02 1.003621e-01 3.290190e-01 3.978765e-01 6.682751e-01 1.019904e+00 
115 1381 5.458617e+00 1.022919e+00 8.012175e-05 8.012175e-05 2.934241e-04 3.291352e-04 3.586540e-04 3.931686e-04 4.199588e-04 4.679552e-04 5.168246e-04 1.206900e-03 7.679435e-03 8.135875e-03 1.469512e-02 5.426761e-02 9.944550e-02 3.279691e-01 4.006667e-01 6.673026e-01 1.022919e+00 
116 1393 5.503463e+00 1.011788e+00 7.973994e-05 7.973994e-05 2.947642e-04 3.314350e-04 3.571693e-04 4.001637e-04 4.192887e-04 4.730997e-04 5.202323e-04 1.195632e-03 7.658368e-03 8.091669e-03 1.460825e-02 5.432113e-02 9.851681e-02 3.283765e-01 4.015683e-01 6.670163e-01 1.011788e+00 
117 1405 5.514801e+00 1.009842e+00 7.895643e-05 7.895643e-05 2.988084e-04 3.301456e-04 3.616050e-04 4.003131e-04 4.173428e-04 4.691726e-04 5.225326e-04 1.189589e-03 7.623491e-03 8.048972e-03 1.452950e-02 5.388654e-02 9.865487e-02 3.274175e-01 3.997873e-01 6.551045e-01 1.009842e+00 
118 1417 5.535027e+00 1.011991e+00 7.845101e-05 7.845101e-05 2.996727e-04 3.294125e-04 3.604530e-04 4.004892e-04 4.211539e-04 4.693289e-04 5.242402e-04 1.172225e-03 7.628045e-03 7.974934e-03 1.468326e-02 5.397791e-02 9.895508e-02 3.225268e-01 3.990940e-01 6.543195e-01 1.011991e+00 
119 1429 5.605027e+00 1.030783e+00 7.767220e-05 7.767220e-05 3.021148e-04 3.268105e-04 3.620970e-04 4.017781e-04 4.187459e-04 4.692652e-04 5.208730e-04 1.171920e-03 7.589880e-03 7.837175e-03 1.470831e-02 5.362204e-02 9.902893e-02 3.205100e-01 4.020721e-01 6.527151e-01 1.030783e+00 
120 1441 5.625628e+00 1.028587e+00 7.539688e-05 7.539688e-05 3.004291e-04 3.281290e-04 3.616981e-04 4.018162e-04 4.169764e-04 4.700568e-04 5.215003e-04 1.160126e-03 7.573818e-03 7.751356e-03 1.473899e-02 5.296616e-02 9.896185e-02 3.214132e-01 4.096577e-01 6.628809e-01 1.028587e+00 
121 1453 5.551473e+00 1.037428e+00 7.439332e-05 7.439332e-05 3.007484e-04 3.280603e-04 3.632414e-04 3.981066e-04 4.131476e-04 4.706431e-04 5.172693e-04 1.167366e-03 7.561865e-03 7.638017e-03 1.468410e-02 5.296141e-02 9.908864e-02 3.234263e-01 4.133752e-01 6.642950e-01 1.037428e+00 
122 1465 5.350489e+00 1.039441e+00 7.367186e-05 7.367186e-05 3.030101e-04 3.264850e-04 3.658527e-04 3.964390e-04 4.113418e-04 4.695736e-04 5.135440e-04 1.161253e-03 7.538051e-03 7.563636e-03 1.457941e-02 5.281363e-02 9.868858e-02 3.238803e-01 4.119490e-01 6.612570e-01 1.039441e+00 
123 1477 5.385623e+00 1.042581e+00 7.266021e-05 7.266021e-05 3.009014e-04 3.294603e-04 3.619591e-04 3.954113e-04 4.099533e-04 4.678345e-04 5.096699e-04 1.168078e-03 7.489319e-03 7.532629e-03 1.457906e-02 5.276656e-02 9.928713e-02 3.213286e-01 4.124255e-01 6.609003e-01 1.042581e+00 
124 1489 5.504171e+00 1.044736e+00 7.182026e-05 7.182026e-05 3.008152e-04 3.275990e-04 3.608758e-04 3.945466e-04 4.030861e-04 4.653601e-04 5.091640e-04 1.186313e-03 7.458661e-03 7.493674e-03 1.450424e-02 5.274891e-02 1.009297e-01 3.198029e-01 4.142570e-01 6.590389e-01 1.044736e+00 
125 1501 5.664612e+00 1.039235e+00 7.079307e-05 7.079307e-05 3.013560e-04 3.276089e-04 3.631844e-04 3.921189e-04 3.992596e-04 4.618487e-04 5.082053e-04 1.192873e-03 7.287925e-03 7.493518e-03 1.460194e-02 5.369700e-02 1.006607e-01 3.199795e-01 4.156134e-01 6.598751e-01 1.039235e+00 
126 1513 5.564388e+00 1.036117e+00 6.976010e-05 6.976010e-05 3.028634e-04 3.295823e-04 3.620689e-04 3.932630e-04 3.973248e-04 4.630624e-04 5.038923e-04 1.215340e-03 7.296431e-03 7.490524e-03 1.457600e-02 5.398227e-02 1.014031e-01 3.179094e-01 4.136560e-01 6.602715e-01 1.036117e+00 
127 1525 5.617258e+00 1.019295e+00 6.827128e-05 6.827128e-05 3.015283e-04 3.269397e-04 3.606864e-04 3.942094e-04 3.980339e-04 4.611235e-04 5.022280e-04 1.200094e-03 7.336533e-03 7.448186e-03 1.456689e-02 5.458205e-02 1.014440e-01 3.168259e-01 4.153900e-01 6.585346e-01 1.019295e+00 
128 1537 5.563697e+00 1.006548e+00 6.761096e-05 6.761096e-05 2.999591e-04 3.269888e-04 3.591411e-04 3.941416e-04 4.010838e-04 4.661389e-04 4.994297e-04 1.200988e-03 7.307227e-03 7.437233e-03 1.454215e-02 5.442797e-02 1.017047e-01 3.152431e-01 4.127705e-01 6.589228e-01 1.006548e+00 
129 1549 5.644969e+00 9.945402e-01 6.655362e-05 6.655362e-05 3.015344e-04 3.252756e-04 3.584422e-04 3.900278e-04 3.995633e-04 4.646930e-04 4.967095e-04 1.206748e-03 7.241321e-03 7.449516e-03 1.461338e-02 5.446269e-02 1.018206e-01 3.131700e-01 4.134472e-01 6.581700e-01 9.945402e-01 
130 1561 5.701030e+00 9.894628e-01 6.546205e-05 6.546205e-05 3.006703e-04 3.243473e-04 3.572858e-04 3.897827e-04 4.104840e-04 4.627593e-04 4.981874e-04 1.208692e-03 7.130123e-03 7.429229e-03 1.469438e-02 5.423117e-02 1.016607e-01 3.094724e-01 4.139366e-01 6.650094e-01 9.894628e-01 
131 1573 5.945612e+00 1.001045e+00 6.452473e-05 6.452473e-05 2.975446e-04 3.235440e-04 3.563319e-04 3.890409e-04 4.179391e-04 4.644724e-04 4.950945e-04 1.212163e-03 7.106758e-03 7.392180e-03 1.461751e-02 5.419535e-02 1.021155e-01 3.112886e-01 4.157074e-01 6.631503e-01 1.001045e+00 
132 1585 6.195240e+00 1.022315e+00 6.392496e-05 6.392496e-05 3.000790e-04 3.251441e-04 3.552041e-04 3.869592e-04 4.231256e-04 4.654746e-04 4.946611e-04 1.248808e-03 7.091288e-03 7.418682e-03 1.457232e-02 5.430700e-02 1.022960e-01 3.113329e-01 4.167494e-01 6.600912e-01 1.022315e+00 
133 1597 6.322848e+00 1.032721e+00 6.328151e-05 6.328151e-05 3.031104e-04 3.235026e-04 3.536806e-04 3.842942e-04 4.263705e-04 4.613195e-04 4.892855e-04 1.248045e-03 6.947258e-03 7.398436e-03 1.482861e-02 5.392426e-02 1.012127e-01 3.110871e-01 4.140981e-01 6.595470e-01 1.032721e+00 
134 1609 6.271108e+00 1.035172e+00 6.201087e-05 6.201087e-05 3.011894e-04 3.224247e-04 3.539446e-04 3.826770e-04 4.264464e-04 4.629538e-04 4.926510e-04 1.269187e-03 6.928263e-03 7.374517e-03 1.487434e-02 5.376907e-02 1.007737e-01 3.098904e-01 4.132346e-01 6.618972e-01 1.035172e+00 
135 1621 6.083329e+00 1.053587e+00 6.097325e-05 6.097325e-05 2.987096e-04 3.199606e-04 3.512580e-04 3.802233e-04 4.249711e-04 4.589011e-04 4.891120e-04 1.276811e-03 6.933651e-03 7.275533e-03 1.483384e-02 5.367864e-02 1.002818e-01 3.081786e-01 4.112518e-01 6.644173e-01 1.053587e+00 
136 1633 5.918277e+00 1.052912e+00 6.008414e-05 6.008414e-05 2.967382e-04 3.188092e-04 3.503699e-04 3.753932e-04 4.217060e-04 4.576394e-04 4.863329e-04 1.275057e-03 6.860228e-03 7.199507e-03 1.485642e-02 5.321303e-02 1.002707e-01 3.093909e-01 4.125664e-01 6.684052e-01 1.052912e+00 
137 1645 5.655787e+00 1.057909e+00 5.906273e-05 5.906273e-05 2.942381e-04 3.198122e-04 3.503519e-04 3.743652e-04 4.214936e-04 4.581174e-04 4.884699e-04 1.270425e-03 6.868209e-03 7.186481e-03 1.487188e-02 5.247486e-02 9.969005e-02 3.082616e-01 4.112108e-01 6.642716e-01 1.057909e+00 
138 1657 5.513209e+00 1.065292e+00 5.821767e-05 5.821767e-05 2.950432e-04 3.197012e-04 3.484979e-04 3.728833e-04 4.191353e-04 4.567432e-04 4.885558e-04 1.256329e-03 6.867458e-03 7.259276e-03 1.515487e-02 5.308890e-02 9.830477e-02 3.086847e-01 4.126241e-01 6.585091e-01 1.065292e+00 
139 1669 5.439553e+00 1.068806e+00 5.776737e-05 5.776737e-05 2.977567e-04 3.163743e-04 3.490692e-04 3.759266e-04 4.180461e-04 4.535917e-04 4.848899e-04 1.251204e-03 6.865683e-03 7.310322e-03 1.510895e-02 5.305136e-02 9.874250e-02 3.113576e-01 4.112612e-01 6.551124e-01 1.068806e+00 
140 1681 5.321549e+00 1.069600e+00 5.738257e-05 5.738257e-05 2.970056e-04 3.179342e-04 3.486370e-04 3.747328e-04 4.179909e-04 4.536499e-04 4.826914e-04 1.241467e-03 6.801083e-03 7.339565e-03 1.504953e-02 5.280002e-02 9.932606e-02 3.161966e-01 4.120108e-01 6.522027e-01 1.069600e+00 
141 1693 5.352707e+00 1.071452e+00 5.631897e-05 5.631897e-05 2.970284e-04 3.190064e-04 3.472438e-04 3.765038e-04 4.193480e-04 4.526369e-04 4.811515e-04 1.248306e-03 6.786898e-03 7.305776e-03 1.504968e-02 5.270838e-02 1.004414e-01 3.190054e-01 4.113943e-01 6.499286e-01 1.071452e+00 
142 1705 5.397371e+00 1.072414e+00 5.550518e-05 5.550518e-05 2.971660e-04 3.163173e-04 3.433194e-04 3.808350e-04 4.167624e-04 4.528559e-04 4.849252e-04 1.247424e-03 6.721733e-03 7.252957e-03 1.495848e-02 5.217560e-02 1.001793e-01 3.206311e-01 4.123404e-01 6.452267e-01 1.072414e+00 
143 1717 5.466066e+00 1.092523e+00 5.482609e-05 5.482609e-05 2.968171e-04 3.151020e-04 3.433140e-04 3.855808e-04 4.157797e-04 4.518437e-04 4.775484e-04 1.239050e-03 6.705802e-03 7.199700e-03 1.490362e-02 5.198302e-02 1.007415e-01 3.207100e-01 4.113524e-01 6.535998e-01 1.092523e+00 
144 1729 5.494379e+00 1.087779e+00 5.438592e-05 5.438592e-05 2.949122e-04 3.134583e-04 3.391052e-04 3.881940e-04 4.131020e-04 4.516585e-04 4.804680e-04 1.235569e-03 6.616796e-03 7.232807e-03 1.484024e-02 5.167887e-02 1.015150e-01 3.215403e-01 4.069783e-01 6.551881e-01 1.087779e+00 
145 1741 5.278346e+00 1.086202e+00 5.252960e-05 5.252960e-05 2.978022e-04 3.117453e-04 3.368687e-04 3.855697e-04 4.107042e-04 4.511612e-04 4.793873e-04 1.237541e-03 6.542693e-03 7.094446e-03 1.477752e-02 5.179435e-02 1.010342e-01 3.231617e-01 4.056671e-01 6.573721e-01 1.086202e+00 
146 1753 5.056116e+00 1.089867e+00 5.162270e-05 5.162270e-05 2.986810e-04 3.108962e-04 3.351433e-04 3.834557e-04 4.088096e-04 4.483269e-04 4.921140e-04 1.227176e-03 6.492134e-03 6.986697e-03 1.477910e-02 5.233771e-02 1.009447e-01 3.258931e-01 4.029568e-01 6.550723e-01 1.089867e+00 
147 1765 4.857533e+00 1.095477e+00 5.095193e-05 5.095193e-05 2.975721e-04 3.118692e-04 3.325445e-04 3.823184e-04 4.077369e-04 4.452975e-04 4.907131e-04 1.222542e-03 6.380843e-03 7.005216e-03 1.474003e-02 5.198689e-02 1.006294e-01 3.259419e-01 4.014410e-01 6.582652e-01 1.095477e+00 
148 1777 4.501678e+00 1.095521e+00 5.015560e-05 5.015560e-05 2.955125e-04 3.108140e-04 3.319802e-04 3.809646e-04 4.059395e-04 4.468506e-04 4.890334e-04 1.221794e-03 6.337773e-03 6.977957e-03 1.484624e-02 5.171798e-02 1.000383e-01 3.271937e-01 3.989818e-01 6.530728e-01 1.095521e+00 
149 1789 4.278070e+00 1.096851e+00 4.982237e-05 4.982237e-05 2.976428e-04 3.082689e-04 3.293693e-04 3.827993e-04 4.029496e-04 4.433160e-04 4.853096e-04 1.202940e-03 6.302613e-03 6.943346e-03 1.487451e-02 5.203086e-02 9.979365e-02 3.313170e-01 4.011468e-01 6.476102e-01 1.096851e+00 
150 1801 4.070243e+00 1.103235e+00 4.899439e-05 4.899439e-05 2.972954e-04 3.046873e-04 3.282373e-04 3.833215e-04 4.013064e-04 4.419296e-04 4.770358e-04 1.200616e-03 6.271858e-03 6.937001e-03 1.482657e-02 5.246388e-02 9.930575e-02 3.340432e-01 4.031020e-01 6.460159e-01 1.103235e+00 
151 1813 3.880570e+00 1.098529e+00 4.805828e-05 4.805828e-05 2.976680e-04 3.042536e-04 3.283800e-04 3.793955e-04 3.986844e-04 4.400537e-04 4.748915e-04 1.195311e-03 6.274976e-03 6.897649e-03 1.479273e-02 5.248803e-02 1.005164e-01 3.340660e-01 4.026782e-01 6.450819e-01 1.098529e+00 
152 1825 3.634094e+00 1.111015e+00 4.756122e-05 4.756122e-05 2.901134e-04 3.059077e-04 3.293304e-04 3.824001e-04 3.951987e-04 4.371455e-04 4.805358e-04 1.204622e-03 6.232868e-03 6.928605e-03 1.470055e-02 5.254248e-02 1.002225e-01 3.340419e-01 4.067359e-01 6.536216e-01 1.111015e+00 
153 1837 3.450574e+00 1.107286e+00 4.629838e-05 4.629838e-05 2.892913e-04 3.064438e-04 3.315737e-04 3.813908e-04 3.973061e-04 4.379817e-04 4.881119e-04 1.201482e-03 6.186973e-03 6.872426e-03 1.459422e-02 5.345375e-02 9.912019e-02 3.321287e-01 4.072371e-01 6.503381e-01 1.107286e+00 
154 1849 3.384650e+00 1.098005e+00 4.546451e-05 4.546451e-05 2.962681e-04 3.070007e-04 3.279082e-04 3.801256e-04 3.974687e-04 4.365073e-04 4.863899e-04 1.195762e-03 6.166952e-03 6.827731e-03 1.450038e-02 5.373841e-02 9.866954e-02 3.351389e-01 4.065930e-01 6.513333e-01 1.098005e+00 
155 1861 3.273909e+00 1.100254e+00 4.498855e-05 4.498855e-05 2.941961e-04 3.078853e-04 3.265086e-04 3.852414e-04 3.971378e-04 4.295625e-04 4.803612e-04 1.195067e-03 6.113501e-03 6.754202e-03 1.430972e-02 5.368347e-02 9.818088e-02 3.321087e-01 4.066920e-01 6.544282e-01 1.100254e+00 
156 1873 3.197768e+00 1.113956e+00 4.420300e-05 4.420300e-05 2.923929e-04 3.069302e-04 3.236579e-04 3.823948e-04 3.970802e-04 4.269719e-04 4.776260e-04 1.192006e-03 6.077885e-03 6.787079e-03 1.430109e-02 5.361701e-02 9.755566e-02 3.339610e-01 4.060975e-01 6.524122e-01 1.113956e+00 
157 1885 3.050492e+00 1.121241e+00 4.305681e-05 4.305681e-05 2.918263e-04 3.056256e-04 3.260170e-04 3.846654e-04 3.991761e-04 4.287098e-04 4.745064e-04 1.188210e-03 6.046995e-03 6.807490e-03 1.424950e-02 5.396874e-02 9.730211e-02 3.323101e-01 4.081223e-01 6.491381e-01 1.121241e+00 
158 1897 2.915007e+00 1.132408e+00 4.258135e-05 4.258135e-05 2.909733e-04 3.064122e-04 3.232249e-04 3.827561e-04 3.972286e-04 4.272925e-04 4.767236e-04 1.185919e-03 6.013205e-03 6.760835e-03 1.417758e-02 5.385255e-02 9.588541e-02 3.321389e-01 4.100159e-01 6.497042e-01 1.132408e+00 
