%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=210461, 2015/05/9 19:27:29.62)
1 13 2.242529e+01 0 0 1.863415e-01 3.703552e-01 2.803847e-02 9.312185e-03 1.206995e+00 2.157347e+00 9.386169e-03 9.461860e-03 9.351931e-03 9.409404e-03 9.294246e-03 1.146883e+01 2.217219e+01 3.777745e-01 9.231912e-03 1.478341e+01 9.199767e+00 9.260252e-03 
2 25 2.108046e+01 0 0 1.748004e-01 3.465595e-01 2.633814e-02 8.678878e-03 1.129127e+00 2.054197e+00 8.834049e-03 8.847262e-03 8.887678e-03 8.862124e-03 8.647703e-03 1.065534e+01 2.074154e+01 3.550256e-01 8.658879e-03 1.376422e+01 8.582821e+00 8.638633e-03 
3 37 2.064970e+01 0 0 1.711222e-01 3.393492e-01 2.576950e-02 8.570974e-03 1.105480e+00 2.016804e+00 8.681822e-03 8.796537e-03 8.764016e-03 8.708804e-03 8.442555e-03 1.037863e+01 2.020804e+01 3.513333e-01 8.454612e-03 1.337955e+01 8.408121e+00 8.372539e-03 
4 49 2.058945e+01 0 0 1.693710e-01 3.384765e-01 2.587138e-02 8.640961e-03 1.111374e+00 2.024710e+00 8.621380e-03 8.818581e-03 8.804148e-03 8.682282e-03 8.421211e-03 1.042165e+01 2.015289e+01 3.498135e-01 8.459109e-03 1.326657e+01 8.295761e+00 8.205792e-03 
5 61 1.985590e+01 0 0 1.625834e-01 3.262571e-01 2.480892e-02 8.318765e-03 1.071946e+00 1.933886e+00 8.300915e-03 8.456635e-03 8.481363e-03 8.339889e-03 8.096679e-03 9.981020e+00 1.938315e+01 3.365532e-01 8.198239e-03 1.284130e+01 7.938324e+00 7.771882e-03 
6 73 1.964218e+01 0 0 1.612659e-01 3.217973e-01 2.445995e-02 8.196091e-03 1.057119e+00 1.909188e+00 8.222400e-03 8.406164e-03 8.691515e-03 8.282975e-03 8.006447e-03 9.857192e+00 1.902088e+01 3.340819e-01 8.102314e-03 1.273229e+01 7.784418e+00 7.625980e-03 
7 85 1.886961e+01 0 0 1.551240e-01 3.089071e-01 2.389360e-02 7.830007e-03 1.008203e+00 1.833671e+00 7.879967e-03 8.141436e-03 8.459772e-03 7.965266e-03 7.666196e-03 9.373827e+00 1.813321e+01 3.204246e-01 7.775248e-03 1.214557e+01 7.450648e+00 7.259837e-03 
8 97 1.828904e+01 0 0 1.496228e-01 2.982252e-01 2.302076e-02 7.543285e-03 9.854785e-01 1.772744e+00 7.651726e-03 7.840069e-03 8.143851e-03 7.751380e-03 7.376027e-03 9.066410e+00 1.729641e+01 3.086842e-01 7.458701e-03 1.176186e+01 7.178356e+00 6.972766e-03 
9 109 1.819152e+01 0 0 1.484679e-01 2.964914e-01 2.288378e-02 7.492366e-03 9.897119e-01 1.749137e+00 7.598645e-03 7.772379e-03 8.229197e-03 7.672087e-03 7.371911e-03 9.085544e+00 1.719651e+01 3.076574e-01 7.513532e-03 1.177878e+01 7.150766e+00 6.859949e-03 
10 121 1.730576e+01 0 0 1.416570e-01 2.807292e-01 2.167849e-02 7.148129e-03 9.548061e-01 1.660336e+00 7.191070e-03 7.433357e-03 7.871588e-03 7.259555e-03 6.993685e-03 8.608283e+00 1.629151e+01 2.918303e-01 7.205904e-03 1.123003e+01 6.812031e+00 6.448871e-03 
11 133 1.714743e+01 0 0 1.395547e-01 2.772331e-01 2.124002e-02 7.085337e-03 9.411439e-01 1.645340e+00 7.088587e-03 7.480827e-03 7.742136e-03 7.177930e-03 7.064804e-03 8.535421e+00 1.610164e+01 2.877348e-01 7.466620e-03 1.121355e+01 6.783966e+00 6.214283e-03 
12 145 1.671838e+01 0 0 1.362583e-01 2.687659e-01 2.074790e-02 6.848216e-03 9.216963e-01 1.600433e+00 6.900471e-03 7.305074e-03 7.519225e-03 7.024176e-03 6.905544e-03 8.366060e+00 1.559556e+01 2.818545e-01 7.421441e-03 1.095669e+01 6.625234e+00 6.003841e-03 
13 157 1.610704e+01 0 0 1.313769e-01 2.553452e-01 1.991326e-02 6.585006e-03 8.959969e-01 1.552041e+00 6.579419e-03 6.947276e-03 7.226630e-03 6.774530e-03 6.599180e-03 8.044525e+00 1.499328e+01 2.699405e-01 7.198556e-03 1.054531e+01 6.367204e+00 5.716379e-03 
14 169 1.550634e+01 0 0 1.276749e-01 2.436604e-01 1.913133e-02 6.318429e-03 8.604987e-01 1.498539e+00 6.452801e-03 6.667648e-03 6.942487e-03 6.598557e-03 6.356689e-03 7.710726e+00 1.431483e+01 2.632995e-01 6.960395e-03 1.015053e+01 6.110646e+00 5.423895e-03 
15 181 1.543752e+01 0 0 1.263376e-01 2.397098e-01 1.898145e-02 6.322838e-03 8.698499e-01 1.487477e+00 6.416243e-03 6.607540e-03 6.880921e-03 6.745594e-03 6.298307e-03 7.721248e+00 1.429024e+01 2.625923e-01 6.882739e-03 1.014028e+01 6.038228e+00 5.272521e-03 
16 193 1.521855e+01 0 0 1.246933e-01 2.352425e-01 1.898518e-02 6.177777e-03 8.629958e-01 1.475614e+00 6.359093e-03 6.630872e-03 6.760578e-03 6.700367e-03 6.186579e-03 7.580705e+00 1.399565e+01 2.619788e-01 6.743277e-03 9.945530e+00 5.926807e+00 5.102188e-03 
17 205 1.572076e+01 0 0 1.287134e-01 2.436529e-01 1.982146e-02 6.339601e-03 8.851990e-01 1.518736e+00 6.726864e-03 6.940471e-03 7.029325e-03 6.907048e-03 6.408669e-03 7.844921e+00 1.449479e+01 2.732664e-01 7.008738e-03 1.016869e+01 6.141729e+00 5.244056e-03 
18 217 1.575892e+01 0 0 1.273723e-01 2.414605e-01 1.992679e-02 6.328904e-03 8.882933e-01 1.519495e+00 6.836433e-03 6.992831e-03 7.046006e-03 6.894189e-03 6.378559e-03 7.801877e+00 1.455872e+01 2.764099e-01 7.024647e-03 1.025667e+01 6.123650e+00 5.215396e-03 
19 229 1.575257e+01 0 0 1.267118e-01 2.401681e-01 1.987470e-02 6.388059e-03 9.043831e-01 1.528718e+00 6.842871e-03 6.983820e-03 7.003545e-03 6.831966e-03 6.346558e-03 7.816646e+00 1.466059e+01 2.764602e-01 7.002042e-03 1.026668e+01 6.110071e+00 5.105791e-03 
20 241 1.576817e+01 0 0 1.272136e-01 2.402926e-01 1.985070e-02 6.372135e-03 9.129283e-01 1.542718e+00 6.885786e-03 6.933942e-03 6.967724e-03 6.820790e-03 6.367491e-03 7.780644e+00 1.468667e+01 2.771768e-01 7.001310e-03 1.026849e+01 6.069801e+00 5.030621e-03 
21 253 1.555043e+01 0 0 1.243903e-01 2.368111e-01 1.973473e-02 6.266311e-03 9.049720e-01 1.519148e+00 6.746900e-03 6.835185e-03 6.854870e-03 6.708876e-03 6.287134e-03 7.648857e+00 1.477942e+01 2.722284e-01 6.928216e-03 1.006281e+01 5.925758e+00 4.885260e-03 
22 265 1.497862e+01 0 0 1.202704e-01 2.260159e-01 1.896578e-02 5.983572e-03 8.673147e-01 1.469025e+00 6.466765e-03 6.519321e-03 6.570356e-03 6.440534e-03 5.996039e-03 7.319175e+00 1.394410e+01 2.621106e-01 6.644539e-03 9.779108e+00 5.683466e+00 4.626563e-03 
23 277 1.455360e+01 0 0 1.183468e-01 2.170741e-01 1.839666e-02 5.810237e-03 8.390528e-01 1.424127e+00 6.256782e-03 6.344008e-03 6.445957e-03 6.292821e-03 5.805365e-03 7.089514e+00 1.360325e+01 2.532715e-01 6.453805e-03 9.465691e+00 5.505874e+00 4.444633e-03 
24 289 1.428885e+01 0 0 1.166098e-01 2.119042e-01 1.795969e-02 5.686681e-03 8.188890e-01 1.393029e+00 6.363970e-03 6.234344e-03 6.296244e-03 6.151059e-03 5.695440e-03 6.927593e+00 1.308474e+01 2.461029e-01 6.266660e-03 9.365566e+00 5.414564e+00 4.325293e-03 
